ID,Container_ID,Familiar_diet,Genetic_line,Treatment,Sex,Replicate,List,Body weight,bw,Head width,Scutum length,ow,ow_g,ag,ag_g,tw,tw_g,lg_bw,lg_ow,lg_tw,lg_ag,GSI,ag_gonad_ratio,Operator
WT_FW1_24,WT_1_FW_1,FW,WT_1,FW,M,1,j,0.06603,66.03,54,77,,,3.78,0.00378,1.89,0.00189,1.819741297,,0.276461804,0.5774918,0.028623353,2,Y
WT_FW1_64,WT_1_FW_1,FW,WT_1,FW,M,1,k,0.06349,63.49,51,70,,,4.21,0.00421,1.49,0.00149,1.802705327,,0.173186268,0.624282096,0.023468263,2.825503356,Y
WT_FW2_08,WT_1_FW_2,FW,WT_1,FW,M,2,a,0.05979,59.79,51,72,,,3.31,0.00331,1.37,0.00137,1.776628553,,0.136720567,0.519827994,0.022913531,2.416058394,Y
WT_FW2_18,WT_1_FW_2,FW,WT_1,FW,M,2,b,0.07086,70.86,56,77,,,5.06,0.00506,1.75,0.00175,1.850401148,,0.243038049,0.704150517,0.024696585,2.891428571,Y
WT_FW2_19,WT_1_FW_2,FW,WT_1,FW,M,2,c,0.05295,52.95,52,72,,,2.96,0.00296,0.7,0.0007,1.723865964,,-0.15490196,0.471291711,0.013220019,4.228571429,Y
WT_FW2_29,WT_1_FW_2,FW,WT_1,FW,M,2,d,0.08209,82.09,55,79,,,3.29,0.00329,1.89,0.00189,1.914290256,,0.276461804,0.517195898,0.023023511,1.740740741,Y
WT_FW2_33,WT_1_FW_2,FW,WT_1,FW,M,2,e,0.05081,50.81,54,73,,,2.48,0.00248,1.27,0.00127,1.705949195,,0.103803721,0.394451681,0.02499508,1.952755906,Y
WT_FW2_43,WT_1_FW_2,FW,WT_1,FW,M,2,f,0.05602,56.02,51,70,,,2.27,0.00227,0.74,0.00074,1.748343104,,-0.13076828,0.356025857,0.013209568,3.067567568,Y
WT_FW2_49,WT_1_FW_2,FW,WT_1,FW,M,2,g,0.05694,56.94,53,77,,,2.45,0.00245,2.5,0.0025,1.755417463,,0.397940009,0.389166084,0.043905866,0.98,Y
WT_FW2_62,WT_1_FW_2,FW,WT_1,FW,M,2,h,0.05701,57.01,54,77,,,3.26,0.00326,2.41,0.00241,1.755951041,,0.382017043,0.5132176,0.042273285,1.352697095,Y
WT_FW2_63,WT_1_FW_2,FW,WT_1,FW,M,2,j,0.06734,67.34,53,76,,,2.67,0.00267,1.14,0.00114,1.828273112,,0.056904851,0.426511261,0.016929017,2.342105263,Y
WT_FW3_05,WT_1_FW_3,FW,WT_1,FW,M,3,a,0.06433,64.33,54,77,,,3.04,0.00304,1.23,0.00123,1.808413551,,0.089905111,0.482873584,0.019120162,2.471544715,Y
WT_FW3_06,WT_1_FW_3,FW,WT_1,FW,M,3,b,0.05511,55.11,52,72,,,2.76,0.00276,2.18,0.00218,1.741230411,,0.338456494,0.440909082,0.039557249,1.266055046,Y
WT_FW3_10,WT_1_FW_3,FW,WT_1,FW,M,3,c,0.04681,46.81,51,73,,,2.38,0.00238,1.07,0.00107,1.670338641,,0.029383778,0.376576957,0.022858364,2.224299065,Y
WT_FW3_11,WT_1_FW_3,FW,WT_1,FW,M,3,d,0.07987,79.87,55,76,,,4.35,0.00435,0.69,0.00069,1.902383684,,-0.161150909,0.638489257,0.008639038,6.304347826,Y
WT_FW3_13,WT_1_FW_3,FW,WT_1,FW,M,3,e,0.04779,47.79,55,78,,,3.15,0.00315,2.24,0.00224,1.679337031,,0.350248018,0.498310554,0.04687173,1.40625,Y
WT_FW3_17,WT_1_FW_3,FW,WT_1,FW,M,3,f,0.06437,64.37,54,78,,,2.78,0.00278,1.33,0.00133,1.808683509,,0.123851641,0.444044796,0.020661799,2.090225564,Y
WT_FW3_22,WT_1_FW_3,FW,WT_1,FW,M,3,g,0.06719,67.19,52,75,,,3.42,0.00342,2.37,0.00237,1.827304641,,0.374748346,0.534026106,0.035273106,1.443037975,Y
WT_FW3_28,WT_1_FW_3,FW,WT_1,FW,M,3,h,0.05762,57.62,54,78,,,1.49,0.00149,1.02,0.00102,1.760573254,,0.008600172,0.173186268,0.017702187,1.460784314,Y
WT_FW3_32,WT_1_FW_3,FW,WT_1,FW,M,3,j,0.06752,67.52,54,78,,,2.61,0.00261,1.25,0.00125,1.829432434,,0.096910013,0.416640507,0.018513033,2.088,Y
WT_FW3_35,WT_1_FW_3,FW,WT_1,FW,M,3,k,0.05457,54.57,54,77,,,2.32,0.00232,1.75,0.00175,1.736953954,,0.243038049,0.365487985,0.032068902,1.325714286,Y
WT1_22,WT_1_FW_1,FW,WT_1,FW,M,1,a,0.03347,33.47,57,81,,,5.43,0.00543,2.84,0.00284,1.524655712,,0.45331834,0.73479983,0.084852106,1.911971831,N
WT1_16,WT_1_FW_1,FW,WT_1,FW,M,1,b,0.03446,34.46,55,81,,,2.51,0.00251,1.18,0.00118,1.537315273,,0.071882007,0.399673721,0.0342426,2.127118644,N
WT1_42,WT_1_FW_1,FW,WT_1,FW,M,1,c,0.07334,73.34,57,78,,,4.63,0.00463,2.1,0.0021,1.865340906,,0.322219295,0.665580991,0.028633761,2.204761905,N
WT1_45,WT_1_FW_1,FW,WT_1,FW,M,1,d,0.0767,76.7,56,77,,,3.21,0.00321,1.28,0.00128,1.884795364,,0.10720997,0.506505032,0.016688396,2.5078125,N
WT1_04,WT_1_FW_1,FW,WT_1,FW,M,1,e,0.03963,39.63,57,80,,,2.68,0.00268,1.14,0.00114,1.598024072,,0.056904851,0.428134794,0.028766086,2.350877193,N
WT2_02,WT_1_CF_2,FW,WT_1,CF,M,2,a,0.04266,42.66,56,82,,,2.89,0.00289,0.84,0.00084,1.630020851,,-0.075720714,0.460897843,0.019690577,3.44047619,Y
WT2_09,WT_1_CF_2,FW,WT_1,CF,M,2,b,0.03475,34.75,55,79,,,2.25,0.00225,0.67,0.00067,1.540954809,,-0.173925197,0.352182518,0.019280576,3.358208955,Y
WT2_14,WT_1_CF_2,FW,WT_1,CF,M,2,c,0.04056,40.56,56,78,,,2.84,0.00284,1.97,0.00197,1.608097946,,0.294466226,0.45331834,0.04857002,1.441624365,Y
WT2_16,WT_1_CF_2,FW,WT_1,CF,M,2,d,0.03936,39.36,56,78,,,2.72,0.00272,1.41,0.00141,1.59505509,,0.149219113,0.434568904,0.035823171,1.929078014,Y
WT2_29,WT_1_CF_2,FW,WT_1,CF,M,2,e,0.06822,68.22,57,85,,,3.24,0.00324,1.4,0.0014,1.833911715,,0.146128036,0.51054501,0.020521841,2.314285714,Y
WT2_46,WT_1_CF_2,FW,WT_1,CF,M,2,f,0.03857,38.57,55,79,,,2.06,0.00206,1.77,0.00177,1.586249639,,0.247973266,0.31386722,0.045890589,1.163841808,Y
WT2_35,WT_1_CF_2,FW,WT_1,CF,M,2,g,0.04499,44.99,56,79,,,3.3,0.0033,1.79,0.00179,1.653115993,,0.252853031,0.51851394,0.039786619,1.843575419,Y
WT2_50,WT_1_CF_2,FW,WT_1,CF,M,2,h,0.08435,84.35,54,76,,,3,0.003,1.34,0.00134,1.926085087,,0.127104798,0.477121255,0.015886189,2.23880597,Y
WT2_01,WT_1_CF_2,FW,WT_1,CF,M,2,j,0.04459,44.59,54,77,,,3.17,0.00317,2.07,0.00207,1.649237472,,0.315970345,0.501059262,0.046422965,1.531400966,N
WT2_04,WT_1_CF_2,FW,WT_1,CF,M,2,k,0.0557,55.7,54,78,,,3.61,0.00361,1.41,0.00141,1.745855195,,0.149219113,0.557507202,0.025314183,2.560283688,N
WT2_05,WT_1_CF_1,FW,WT_1,CF,M,1,l,0.0525,52.5,54,78,,,3.27,0.00327,1.35,0.00135,1.720159303,,0.130333768,0.514547753,0.025714286,2.422222222,N
WT2_17,WT_1_CF_1,FW,WT_1,CF,M,1,m,0.0325,32.5,55,80,,,2.41,0.00241,0.88,0.00088,1.511883361,,-0.055517328,0.382017043,0.027076923,2.738636364,N
WT2_38,WT_1_CF_1,FW,WT_1,CF,M,1,n,0.03651,36.51,53,75,,,2.22,0.00222,0.93,0.00093,1.562411833,,-0.031517051,0.346352974,0.025472473,2.387096774,N
WT2_44,WT_1_CF_1,FW,WT_1,CF,M,1,o,0.06387,63.87,54,79,,,3.8,0.0038,1.13,0.00113,1.805296916,,0.053078443,0.579783597,0.017692187,3.362831858,N
WT3_09,WT_1_CF_3,FW,WT_1,CF,M,3,a,0.03995,39.95,57,78,,,2.93,0.00293,1.07,0.00107,1.601516784,,0.029383778,0.46686762,0.026783479,2.738317757,Y
WT3_22,WT_1_CF_3,FW,WT_1,CF,M,3,b,0.04243,42.43,56,82,,,3.17,0.00317,1.66,0.00166,1.627673032,,0.220108088,0.501059262,0.039123262,1.909638554,Y
WT3_47,WT_1_CF_3,FW,WT_1,CF,M,3,c,0.08232,82.32,54,78,,,5.91,0.00591,2.08,0.00208,1.915505362,,0.318063335,0.771587481,0.02526725,2.841346154,Y
WT3_50,WT_1_CF_3,FW,WT_1,CF,M,3,d,0.06505,65.05,58,77,,,7.46,0.00746,3.06,0.00306,1.813247301,,0.485721426,0.872738827,0.047040738,2.437908497,Y
WT3_02,WT_1_CF_3,FW,WT_1,CF,M,3,e,0.03341,33.41,53,74,,,2.51,0.00251,1.01,0.00101,1.523876476,,0.004321374,0.399673721,0.03023047,2.485148515,Y
WT3_27,WT_1_CF_3,FW,WT_1,CF,M,3,f,0.03726,37.26,54,76,,,2.49,0.00249,1.56,0.00156,1.571242851,,0.193124598,0.396199347,0.041867955,1.596153846,N
WT3_07,WT_1_CF_3,FW,WT_1,CF,M,3,g,0.04023,40.23,58,86,,,2.78,0.00278,1.01,0.00101,1.604550033,,0.004321374,0.444044796,0.025105643,2.752475248,N
WT3_29,WT_1_CF_3,FW,WT_1,CF,M,3,h,0.0508,50.8,54,76,,,2.99,0.00299,1.49,0.00149,1.705863712,,0.173186268,0.475671188,0.029330709,2.006711409,N
WT3_36,WT_1_CF_3,FW,WT_1,CF,M,3,j,0.05833,58.33,56,84,,,3.66,0.00366,1.25,0.00125,1.765891976,,0.096910013,0.563481085,0.021429796,2.928,N
WT3_37,WT_1_CF_3,FW,WT_1,CF,M,3,k,0.07997,79.97,56,82,,,4.78,0.00478,1.52,0.00152,1.902927096,,0.181843588,0.679427897,0.019007128,3.144736842,N
WT3_44,WT_1_CF_3,FW,WT_1,CF,M,3,l,0.07282,72.82,53,75,,,2.69,0.00269,1.35,0.00135,1.862250675,,0.130333768,0.42975228,0.018538863,1.992592593,N
WT3_46,WT_1_CF_3,FW,WT_1,CF,M,3,m,0.05559,55.59,54,79,,,2.92,0.00292,0.91,0.00091,1.744996674,,-0.040958608,0.465382851,0.016369851,3.208791209,N
D_FW1_29,D_FW_1,FW,D,FW,F,1,a,0.09655,96.55,60,76,21.65,0.02165,1.51,0.00151,,,1.984752278,1.335457901,,0.178976947,0.224236147,0.069745958,Y
D_FW1_44,D_FW_1,FW,D,FW,F,1,b,0.09472,94.72,58,77,6.1,0.0061,1.44,0.00144,,,1.976441689,0.785329835,,0.158362492,0.064400338,0.236065574,Y
D_FW1_21,D_FW_1,FW,D,FW,F,1,c,0.09509,95.09,59,77,9.6,0.0096,1.76,0.00176,,,1.978134847,0.982271233,,0.245512668,0.100956988,0.183333333,Y
D_FW1_17,D_FW_1,FW,D,FW,F,1,d,0.10294,102.94,60,80,12.24,0.01224,2.63,0.00263,,,2.012584164,1.087781418,,0.419955748,0.118904216,0.214869281,Y
D_FW1_49,D_FW_1,FW,D,FW,F,1,e,0.10346,103.46,58,77,15.74,0.01574,2.48,0.00248,,,2.014772474,1.197004728,,0.394451681,0.152136091,0.157560356,Y
D_FW1_25,D_FW_1,FW,D,FW,F,1,f,0.08827,88.27,58,77,7.42,0.00742,2.81,0.00281,,,1.945813127,0.870403905,,0.44870632,0.08406027,0.378706199,Y
D_FW1_13,D_FW_1,FW,D,FW,F,1,g,0.10214,102.14,58,78,12.23,0.01223,3.09,0.00309,,,2.009195854,1.087426457,,0.489958479,0.119737615,0.2526574,Y
D_FW1_22,D_FW_1,FW,D,FW,F,1,h,0.08677,86.77,59,79,11.1,0.0111,2.57,0.00257,,,1.938369597,1.045322979,,0.409933123,0.127924398,0.231531532,Y
D_FW1_55,D_FW_1,FW,D,FW,F,1,j,0.08998,89.98,60,78,8.54,0.00854,1.93,0.00193,,,1.954145989,0.931457871,,0.285557309,0.09490998,0.225995316,Y
D_FW1_31,D_FW_1,FW,D,FW,F,1,k,0.08534,85.34,58,78,19.58,0.01958,1.21,0.00121,,,1.931152639,1.291812687,,0.08278537,0.2294352,0.061797753,Y
D_FW2_60,D_FW_2,FW,D,FW,F,2,a,0.07073,70.73,60,77,14.52,0.01452,0.89,0.00089,,,1.849603658,1.161966616,,-0.050609993,0.205287714,0.061294766,Y
D_FW2_36,D_FW_2,FW,D,FW,F,2,b,0.0841,84.1,60,80,21.93,0.02193,1.26,0.00126,,,1.924795996,1.341038632,,0.100370545,0.260760999,0.05745554,Y
D_FW2_39,D_FW_2,FW,D,FW,F,2,c,0.06267,62.67,59,76,12.48,0.01248,0.73,0.00073,,,1.797059695,1.096214585,,-0.13667714,0.199138344,0.05849359,Y
D_FW2_34,D_FW_2,FW,D,FW,F,2,d,0.06735,67.35,55,72,6.57,0.00657,0.58,0.00058,,,1.8283376,0.81756537,,-0.236572006,0.097550111,0.088280061,Y
D_FW2_41,D_FW_2,FW,D,FW,F,2,e,0.07438,74.38,54,75,9.99,0.00999,1.65,0.00165,,,1.871456174,0.999565488,,0.217483944,0.134310298,0.165165165,Y
D_FW2_47,D_FW_2,FW,D,FW,F,2,f,0.08797,87.97,61,78,15.11,0.01511,1.24,0.00124,,,1.944334592,1.179264464,,0.093421685,0.171763101,0.082064858,Y
D_FW2_52,D_FW_2,FW,D,FW,F,2,g,0.08629,86.29,62,79,10.3,0.0103,1.51,0.00151,,,1.935960469,1.012837225,,0.178976947,0.119364932,0.146601942,Y
D_FW2_54,D_FW_2,FW,D,FW,F,2,h,0.07749,77.49,59,76,10.24,0.01024,2.34,0.00234,,,1.889245661,1.010299957,,0.369215857,0.132146083,0.228515625,Y
D_FW2_59,D_FW_2,FW,D,FW,F,2,j,0.09033,90.33,58,79,10.88,0.01088,3.86,0.00386,,,1.95583201,1.036628895,,0.586587305,0.120447249,0.354779412,Y
D_FW2_63,D_FW_2,FW,D,FW,F,2,k,0.0978,97.8,61,82,9.05,0.00905,1.87,0.00187,,,1.990338855,0.956648579,,0.271841607,0.092535787,0.206629834,Y
D_FW3_04,D_FW_3,FW,D,FW,F,3,a,0.07592,75.92,56,74,8.53,0.00853,2.12,0.00212,,,1.880356199,0.930949031,,0.326335861,0.112355111,0.248534584,Y
D_FW3_33,D_FW_3,FW,D,FW,F,3,b,0.08687,86.87,60,77,29.82,0.02982,0.63,0.00063,,,1.938869822,1.474507639,,-0.200659451,0.343271555,0.021126761,Y
D_FW3_41,D_FW_3,FW,D,FW,F,3,c,0.0864,86.4,61,81,10.55,0.01055,2.1,0.0021,,,1.936513742,1.02325246,,0.322219295,0.122106481,0.199052133,Y
D_FW3_72,D_FW_3,FW,D,FW,F,3,d,0.0779,77.9,58,80,11.08,0.01108,1.87,0.00187,,,1.891537458,1.04453976,,0.271841607,0.142233633,0.168772563,Y
D_FW3_69,D_FW_3,FW,D,FW,F,3,e,0.08546,85.46,60,77,18.11,0.01811,1.58,0.00158,,,1.931762888,1.25791845,,0.198657087,0.211912006,0.087244616,Y
D_FW3_37,D_FW_3,FW,D,FW,F,3,f,0.08713,87.13,62,78,22.65,0.02265,1.72,0.00172,,,1.940167714,1.355068206,,0.235528447,0.259956387,0.07593819,Y
D_FW3_31,D_FW_3,FW,D,FW,F,3,g,0.06626,66.26,61,79,10.35,0.01035,0.95,0.00095,,,1.821251432,1.01494035,,-0.022276395,0.156202837,0.09178744,Y
D_FW3_70,D_FW_3,FW,D,FW,F,3,h,0.08995,89.95,61,80,26.18,0.02618,2.55,0.00255,,,1.954001168,1.417969642,,0.40654018,0.291050584,0.097402597,Y
D_FW3_35,D_FW_3,FW,D,FW,F,3,j,0.0825,82.5,60,76,29.6,0.0296,0.64,0.00064,,,1.916453949,1.471291711,,-0.193820026,0.358787879,0.021621622,Y
D_FW3_54,D_FW_3,FW,D,FW,F,3,k,0.07938,79.38,60,78,7.7,0.0077,0.77,0.00077,,,1.899711095,0.886490725,,-0.113509275,0.097001764,0.1,Y
D1_16,D_CF_1,FW,D,CF,F,1,a,0.05232,52.32,57,74,10.62,0.01062,1.85,0.00185,,,1.718667735,1.026124517,,0.267171728,0.202981651,0.174199623,Y
D1_21,D_CF_1,FW,D,CF,F,1,b,0.08894,88.94,60,83,9.93,0.00993,2.25,0.00225,,,1.949097125,0.996949248,,0.352182518,0.111648302,0.226586103,Y
D1_01,D_CF_1,FW,D,CF,F,1,c,0.04612,46.12,58,76,18.02,0.01802,1.18,0.00118,,,1.663889299,1.255754787,,0.071882007,0.390719861,0.065482797,Y
D1_30,D_CF_1,FW,D,CF,F,1,d,0.07495,74.95,57,75,10.41,0.01041,2.1,0.0021,,,1.874771637,1.01745073,,0.322219295,0.138892595,0.201729107,Y
D3_21,D_CF_3,FW,D,CF,F,3,a,0.08647,86.47,58,80,27.52,0.02752,2.11,0.00211,,,1.936865459,1.43964843,,0.324282455,0.318260668,0.076671512,Y
D3_22,D_CF_3,FW,D,CF,F,3,b,0.03914,39.14,58,79,3.84,0.00384,1.41,0.00141,,,1.592620821,0.584331224,,0.149219113,0.098109351,0.3671875,Y
D3_23,D_CF_3,FW,D,CF,F,3,c,0.05751,57.51,58,75,7.41,0.00741,2.58,0.00258,,,1.759743368,0.869818208,,0.411619706,0.128847157,0.348178138,Y
D3_29,D_CF_3,FW,D,CF,F,3,d,0.05766,57.66,59,79,9.92,0.00992,1.03,0.00103,,,1.760874638,0.996511672,,0.012837225,0.172043011,0.103830645,Y
D3_32,D_CF_3,FW,D,CF,F,3,e,0.06535,65.35,56,76,11.06,0.01106,1.92,0.00192,,,1.815245592,1.043755127,,0.283301229,0.16924254,0.173598553,Y
D2_08,D_CF_2,FW,D,CF,F,2,b,0.04379,43.79,57,76,16.78,0.01678,0.65,0.00065,,,1.641374945,1.224791956,,-0.187086643,0.38319251,0.038736591,Y
D2_21,D_CF_2,FW,D,CF,F,2,d,0.07095,70.95,57,77,10.92,0.01092,3.14,0.00314,,,1.8509524,1.038222638,,0.496929648,0.153911205,0.287545788,Y
D2_31,D_CF_2,FW,D,CF,F,2,e,0.05102,51.02,53,71,14.03,0.01403,1.35,0.00135,,,1.707740454,1.147057671,,0.130333768,0.2749902,0.096222381,Y
D2_36,D_CF_2,FW,D,CF,F,2,f,0.07872,78.72,56,75,28.58,0.02858,1.34,0.00134,,,1.896085085,1.456062224,,0.127104798,0.363058943,0.046885934,Y
D2_37,D_CF_2,FW,D,CF,F,2,g,0.06208,62.08,52,65,15.63,0.01563,1.56,0.00156,,,1.792951708,1.193958978,,0.193124598,0.251771907,0.099808061,Y
D2_44,D_CF_2,FW,D,CF,F,2,h,0.04673,46.73,55,75,18.22,0.01822,0.59,0.00059,,,1.669595781,1.260548373,,-0.229147988,0.389899422,0.032381998,Y
D2_17,D_CF_2,FW,D,CF,F,2,j,0.04282,42.82,58,78,11.85,0.01185,0.98,0.00098,,,1.631646663,1.07371835,,-0.008773924,0.276739841,0.082700422,Y
D2_03,D_CF_2,FW,D,CF,F,2,k,0.03341,33.41,57,76,9.51,0.00951,0.77,0.00077,,,1.523876476,0.978180517,,-0.113509275,0.284645316,0.080967403,Y
D2_02,D_CF_2,FW,D,CF,F,2,n,0.04524,45.24,61,80,12.3,0.0123,1.45,0.00145,,,1.655522596,1.089905111,,0.161368002,0.271883289,0.117886179,Y
D_CF4_46,D_CF_1,FW,D,CF,F,1,a,0.10505,105.05,63,82,15.31,0.01531,1.49,0.00149,,,2.021396057,1.184975191,,0.173186268,0.145740124,0.097322012,Y
D_CF4_47,D_CF_1,FW,D,CF,F,1,b,0.07255,72.55,59,77,5.7,0.0057,1.14,0.00114,,,1.860637417,0.755874856,,0.056904851,0.078566506,0.2,Y
D_CF4_39,D_CF_1,FW,D,CF,F,1,c,0.06594,65.94,57,76,9.49,0.00949,2.6,0.0026,,,1.819148943,0.977266212,,0.414973348,0.143918714,0.273972603,Y
D_CF4_34,D_CF_1,FW,D,CF,F,1,d,0.0827,82.7,59,78,19.86,0.01986,1.64,0.00164,,,1.91750551,1.297979244,,0.214843848,0.240145103,0.082578046,Y
D_CF4_11,D_CF_1,FW,D,CF,F,1,e,0.05912,59.12,57,73,5.97,0.00597,1.67,0.00167,,,1.771734425,0.775974331,,0.222716471,0.100981055,0.279731993,Y
D_CF4_38,D_CF_1,FW,D,CF,F,1,f,0.05798,57.98,57,73,9.19,0.00919,2.1,0.0021,,,1.763278211,0.963315511,,0.322219295,0.158502932,0.228509249,Y
D_FW1_40,D_FW_1,FW,D,FW,M,1,a,0.07911,79.11,56,82,,,4.92,0.00492,1.38,0.00138,1.898231385,,0.139879086,0.691965103,0.017444065,3.565217391,Y
D_FW1_42,D_FW_1,FW,D,FW,M,1,b,0.0745,74.5,56,78,,,3.35,0.00335,1.53,0.00153,1.872156273,,0.184691431,0.525044807,0.020536913,2.189542484,Y
D_FW1_56,D_FW_1,FW,D,FW,M,1,c,0.0799,79.9,55,79,,,2.95,0.00295,2.28,0.00228,1.902546779,,0.357934847,0.469822016,0.02853567,1.293859649,Y
D_FW1_63,D_FW_1,FW,D,FW,M,1,d,0.07365,73.65,54,75,,,3.59,0.00359,1.85,0.00185,1.867172751,,0.267171728,0.555094449,0.025118805,1.940540541,Y
D_FW1_62,D_FW_1,FW,D,FW,M,1,e,0.08443,84.43,59,78,,,4.4,0.0044,1.46,0.00146,1.926496789,,0.164352856,0.643452676,0.017292432,3.01369863,Y
D_FW1_70,D_FW_1,FW,D,FW,M,1,f,0.06569,65.69,56,77,,,2.08,0.00208,1.5,0.0015,1.817499262,,0.176091259,0.318063335,0.022834526,1.386666667,Y
D_FW1_71,D_FW_1,FW,D,FW,M,1,g,0.0761,76.1,55,81,,,2.97,0.00297,2.28,0.00228,1.881384657,,0.357934847,0.472756449,0.029960578,1.302631579,Y
D_FW1_23,D_FW_1,FW,D,FW,M,1,h,0.0827,82.7,56,84,,,3.93,0.00393,2.01,0.00201,1.91750551,,0.303196057,0.59439255,0.024304716,1.955223881,Y
D_FW1_27,D_FW_1,FW,D,FW,M,1,j,0.0892,89.2,57,82,,,3.82,0.00382,2.35,0.00235,1.950364854,,0.371067862,0.582063363,0.026345291,1.625531915,Y
D_FW1_36,D_FW_1,FW,D,FW,M,1,k,0.05913,59.13,54,74,,,2.82,0.00282,1.7,0.0017,1.771807879,,0.230448921,0.450249108,0.028750211,1.658823529,Y
D_FW3_36,D_FW_3,FW,D,FW,M,3,a,0.05055,50.55,54,72,,,3.26,0.00326,2.98,0.00298,1.70372116,,0.474216264,0.5132176,0.058951533,1.093959732,Y
D_FW3_40,D_FW_3,FW,D,FW,M,3,b,0.06344,63.44,54,76,,,5.05,0.00505,1.99,0.00199,1.802363174,,0.298853076,0.703291378,0.031368222,2.537688442,Y
D_FW3_44,D_FW_3,FW,D,FW,M,3,c,0.06018,60.18,55,76,,,2.79,0.00279,3.61,0.00361,1.779452183,,0.557507202,0.445604203,0.059986707,0.772853186,Y
D_FW3_45,D_FW_3,FW,D,FW,M,3,d,0.10181,101.81,56,78,,,5.73,0.00573,1.01,0.00101,2.007790437,,0.004321374,0.758154622,0.00992044,5.673267327,Y
D_FW3_47,D_FW_3,FW,D,FW,M,3,e,0.06646,66.46,54,77,,,3.04,0.00304,1.78,0.00178,1.822560337,,0.250420002,0.482873584,0.026783027,1.707865169,Y
D_FW3_49,D_FW_3,FW,D,FW,M,3,f,0.06846,68.46,53,75,,,3.72,0.00372,2.65,0.00265,1.835436895,,0.423245874,0.57054294,0.038708735,1.403773585,Y
D_FW3_51,D_FW_3,FW,D,FW,M,3,g,0.06434,64.34,55,79,,,4.62,0.00462,2.86,0.00286,1.808481057,,0.456366033,0.664641976,0.044451352,1.615384615,Y
D_FW3_53,D_FW_3,FW,D,FW,M,3,h,0.08006,80.06,57,81,,,4.7,0.0047,1.17,0.00117,1.903415586,,0.068185862,0.672097858,0.014614039,4.017094017,Y
D_FW3_57,D_FW_3,FW,D,FW,M,3,j,0.05999,59.99,54,76,,,3.9,0.0039,1.29,0.00129,1.778078862,,0.11058971,0.591064607,0.021503584,3.023255814,Y
D_FW3_59,D_FW_3,FW,D,FW,M,3,k,0.07289,72.89,55,78,,,2.56,0.00256,2.74,0.00274,1.86266795,,0.437750563,0.408239965,0.03759089,0.934306569,Y
D_FW2_17,D_FW_2,FW,D,FW,M,2,a,0.07845,78.45,56,79,,,4.76,0.00476,1.6,0.0016,1.894592948,,0.204119983,0.677606953,0.020395156,2.975,Y
D_FW2_21,D_FW_2,FW,D,FW,M,2,b,0.07398,73.98,55,80,,,5.02,0.00502,2.93,0.00293,1.869114327,,0.46686762,0.700703717,0.039605299,1.71331058,Y
D_FW2_28,D_FW_2,FW,D,FW,M,2,c,0.06536,65.36,53,78,,,3.42,0.00342,1.95,0.00195,1.815312044,,0.290034611,0.534026106,0.029834761,1.753846154,Y
D_FW2_29,D_FW_2,FW,D,FW,M,2,d,0.049,49,53,73,,,3.2,0.0032,1.51,0.00151,1.69019608,,0.178976947,0.505149978,0.030816327,2.119205298,Y
D_FW2_30,D_FW_2,FW,D,FW,M,2,e,0.06892,68.92,54,74,,,2.48,0.00248,2.45,0.00245,1.838345269,,0.389166084,0.394451681,0.035548462,1.012244898,Y
D_FW2_38,D_FW_2,FW,D,FW,M,2,f,0.08282,82.82,56,79,,,4.21,0.00421,1.51,0.00151,1.918135226,,0.178976947,0.624282096,0.018232311,2.78807947,Y
D_FW2_42,D_FW_2,FW,D,FW,M,2,g,0.06941,69.41,56,80,,,3.38,0.00338,2.07,0.00207,1.841422044,,0.315970345,0.5289167,0.029822792,1.632850242,Y
D_FW2_46,D_FW_2,FW,D,FW,M,2,h,0.06501,65.01,52,71,,,3.57,0.00357,2.21,0.00221,1.812980166,,0.344392274,0.552668216,0.03399477,1.615384615,Y
D_FW2_48,D_FW_2,FW,D,FW,M,2,j,0.07568,75.68,53,75,,,3.21,0.00321,1.9,0.0019,1.878981123,,0.278753601,0.506505032,0.025105708,1.689473684,Y
D_FW2_55,D_FW_2,FW,D,FW,M,2,k,0.08878,88.78,54,79,,,1.64,0.00164,1.59,0.00159,1.948315141,,0.201397124,0.214843848,0.017909439,1.031446541,Y
D1_18,D_CF_1,FW,D,CF,M,1,a,0.05476,54.76,53,73,,,3.54,0.00354,1.41,0.00141,1.738463439,,0.149219113,0.549003262,0.025748722,2.510638298,Y
D1_23,D_CF_1,FW,D,CF,M,1,b,0.0715,71.5,55,78,,,2.52,0.00252,1.92,0.00192,1.854306042,,0.283301229,0.401400541,0.026853147,1.3125,Y
D1_26,D_CF_1,FW,D,CF,M,1,c,0.04952,49.52,52,73,,,1.51,0.00151,1.73,0.00173,1.694780636,,0.238046103,0.178976947,0.03493538,0.87283237,Y
D1_31,D_CF_1,FW,D,CF,M,1,d,0.04212,42.12,53,74,,,2.13,0.00213,1.27,0.00127,1.624488363,,0.103803721,0.328379603,0.030151947,1.677165354,Y
D1_32,D_CF_1,FW,D,CF,M,1,e,0.04368,43.68,51,76,,,2.06,0.00206,1.79,0.00179,1.64028263,,0.252853031,0.31386722,0.040979853,1.150837989,Y
D1_03,D_CF_1,FW,D,CF,M,1,f,0.03687,36.87,57,80,,,2.35,0.00235,1.13,0.00113,1.566673138,,0.053078443,0.371067862,0.030648223,2.079646018,Y
