ID,Container_ID,Sex,Genetic_line,Treatment,Familiar_diet,Replicate,Date of Eclosion,Date of Death,Group
E_FW2_64,E_FW_2,M,E,FW,FW,2,22/9/2023,4/10/2023,E_FW
E_FW2_65,E_FW_2,F,E,FW,FW,2,23/9/2023,2/10/2023,E_FW
E_FW2_66,E_FW_2,F,E,FW,FW,2,22/9/2023,4/10/2023,E_FW
E_FW2_67,E_FW_2,F,E,FW,FW,2,22/9/2023,4/10/2023,E_FW
E_FW2_68,E_FW_2,F,E,FW,FW,2,22/9/2023,5/10/2023,E_FW
E_FW2_69,E_FW_2,M,E,FW,FW,2,22/9/2023,1/10/2023,E_FW
E_FW2_70,E_FW_2,F,E,FW,FW,2,24/9/2023,5/10/2023,E_FW
E_FW2_71,E_FW_2,F,E,FW,FW,2,25/9/2023,3/10/2023,E_FW
E_FW2_72,E_FW_2,M,E,FW,FW,2,24/9/2023,2/10/2023,E_FW
E_FW2_73,E_FW_2,M,E,FW,FW,2,26/9/2023,8/10/2023,E_FW
E_FW2_74,E_FW_2,F,E,FW,FW,2,23/9/2023,3/10/2023,E_FW
E_FW2_75,E_FW_2,M,E,FW,FW,2,25/9/2023,2/10/2023,E_FW
E_FW2_76,E_FW_2,M,E,FW,FW,2,26/9/2023,7/10/2023,E_FW
E_FW2_77,E_FW_2,F,E,FW,FW,2,26/9/2023,2/10/2023,E_FW
E_FW2_78,E_FW_2,F,E,FW,FW,2,27/9/2023,4/10/2023,E_FW
E_FW2_79,E_FW_2,F,E,FW,FW,2,27/9/2023,10/10/2023,E_FW
E_FW2_80,E_FW_2,F,E,FW,FW,2,1/10/2023,9/10/2023,E_FW
E_FW2_81,E_FW_2,F,E,FW,FW,2,2/10/2023,15/10/2023,E_FW
E_FW2_82,E_FW_2,M,E,FW,FW,2,3/10/2023,14/10/2023,E_FW
E_FW2_83,E_FW_2,M,E,FW,FW,2,19/10/2023,30/10/2023,E_FW
E_FW3_01,E_FW_3,M,E,FW,FW,3,19/9/2023,,E_FW
E_FW3_02,E_FW_3,F,E,FW,FW,3,20/9/2023,,E_FW
E_FW3_03,E_FW_3,F,E,FW,FW,3,20/9/2023,,E_FW
E_FW3_04,E_FW_3,M,E,FW,FW,3,19/9/2023,,E_FW
E_FW3_05,E_FW_3,F,E,FW,FW,3,20/9/2023,,E_FW
E_FW3_06,E_FW_3,F,E,FW,FW,3,19/9/2023,,E_FW
E_FW3_07,E_FW_3,F,E,FW,FW,3,19/9/2023,,E_FW
E_FW3_08,E_FW_3,F,E,FW,FW,3,20/9/2023,,E_FW
E_FW3_09,E_FW_3,F,E,FW,FW,3,20/9/2023,,E_FW
E_FW3_10,E_FW_3,M,E,FW,FW,3,20/9/2023,,E_FW
E_FW3_11,E_FW_3,F,E,FW,FW,3,21/9/2023,,E_FW
E_FW3_12,E_FW_3,F,E,FW,FW,3,20/9/2023,,E_FW
E_FW3_13,E_FW_3,M,E,FW,FW,3,21/9/2023,,E_FW
E_FW3_14,E_FW_3,F,E,FW,FW,3,22/9/2023,4/10/2023,E_FW
E_FW3_15,E_FW_3,F,E,FW,FW,3,21/9/2023,2/10/2023,E_FW
E_FW3_16,E_FW_3,F,E,FW,FW,3,21/9/2023,2/10/2023,E_FW
E_FW3_17,E_FW_3,M,E,FW,FW,3,20/9/2023,,E_FW
E_FW3_18,E_FW_3,F,E,FW,FW,3,21/9/2023,4/10/2023,E_FW
E_FW3_19,E_FW_3,M,E,FW,FW,3,20/9/2023,,E_FW
E_FW3_20,E_FW_3,M,E,FW,FW,3,21/9/2023,2/10/2023,E_FW
E_FW3_21,E_FW_3,F,E,FW,FW,3,21/9/2023,,E_FW
E_FW3_22,E_FW_3,F,E,FW,FW,3,21/9/2023,6/10/2023,E_FW
E_FW3_23,E_FW_3,F,E,FW,FW,3,21/9/2023,6/10/2023,E_FW
E_FW3_24,E_FW_3,M,E,FW,FW,3,21/9/2023,4/10/2023,E_FW
E_FW3_25,E_FW_3,F,E,FW,FW,3,21/9/2023,1/10/2023,E_FW
E_FW3_26,E_FW_3,M,E,FW,FW,3,21/9/2023,,E_FW
E_FW3_27,E_FW_3,F,E,FW,FW,3,20/9/2023,,E_FW
E_FW3_28,E_FW_3,M,E,FW,FW,3,21/9/2023,,E_FW
E_FW3_29,E_FW_3,M,E,FW,FW,3,21/9/2023,,E_FW
E_FW3_30,E_FW_3,F,E,FW,FW,3,21/9/2023,5/10/2023,E_FW
E_FW3_31,E_FW_3,F,E,FW,FW,3,21/9/2023,2/10/2023,E_FW
E_FW3_32,E_FW_3,M,E,FW,FW,3,20/9/2023,,E_FW
E_FW3_33,E_FW_3,M,E,FW,FW,3,20/9/2023,,E_FW
E_FW3_34,E_FW_3,F,E,FW,FW,3,20/9/2023,,E_FW
E_FW3_35,E_FW_3,M,E,FW,FW,3,20/9/2023,,E_FW
E_FW3_36,E_FW_3,M,E,FW,FW,3,22/9/2023,1/10/2023,E_FW
E_FW3_37,E_FW_3,F,E,FW,FW,3,21/9/2023,29/9/2023,E_FW
E_FW3_38,E_FW_3,M,E,FW,FW,3,21/9/2023,3/10/2023,E_FW
E_FW3_39,E_FW_3,F,E,FW,FW,3,22/9/2023,3/10/2023,E_FW
E_FW3_40,E_FW_3,M,E,FW,FW,3,20/9/2023,,E_FW
E_FW3_41,E_FW_3,M,E,FW,FW,3,21/9/2023,5/10/2023,E_FW
E_FW3_42,E_FW_3,M,E,FW,FW,3,22/9/2023,1/10/2023,E_FW
E_FW3_43,E_FW_3,F,E,FW,FW,3,21/9/2023,3/10/2023,E_FW
E_FW3_44,E_FW_3,F,E,FW,FW,3,21/9/2023,1/10/2023,E_FW
E_FW3_45,E_FW_3,M,E,FW,FW,3,21/9/2023,6/10/2023,E_FW
E_FW3_46,E_FW_3,F,E,FW,FW,3,21/9/2023,1/10/2023,E_FW
E_FW3_47,E_FW_3,F,E,FW,FW,3,21/9/2023,3/10/2023,E_FW
E_FW3_48,E_FW_3,F,E,FW,FW,3,21/9/2023,1/10/2023,E_FW
E_FW3_49,E_FW_3,M,E,FW,FW,3,21/9/2023,4/10/2023,E_FW
E_FW3_50,E_FW_3,F,E,FW,FW,3,23/9/2023,2/10/2023,E_FW
E_FW3_51,E_FW_3,F,E,FW,FW,3,22/9/2023,2/10/2023,E_FW
E_FW3_52,E_FW_3,F,E,FW,FW,3,21/9/2023,4/10/2023,E_FW
E_FW3_53,E_FW_3,M,E,FW,FW,3,21/9/2023,2/10/2023,E_FW
E_FW3_54,E_FW_3,F,E,FW,FW,3,21/9/2023,2/10/2023,E_FW
E_FW3_55,E_FW_3,F,E,FW,FW,3,22/9/2023,1/10/2023,E_FW
E_FW3_56,E_FW_3,F,E,FW,FW,3,21/9/2023,2/10/2023,E_FW
E_FW3_57,E_FW_3,F,E,FW,FW,3,23/9/2023,4/10/2023,E_FW
E_FW3_58,E_FW_3,M,E,FW,FW,3,23/9/2023,2/10/2023,E_FW
E_FW3_59,E_FW_3,F,E,FW,FW,3,25/9/2023,3/10/2023,E_FW
E_FW3_60,E_FW_3,M,E,FW,FW,3,23/9/2023,8/10/2023,E_FW
E_FW3_61,E_FW_3,M,E,FW,FW,3,22/9/2023,1/10/2023,E_FW
E_FW3_62,E_FW_3,F,E,FW,FW,3,23/9/2023,3/10/2023,E_FW
E_FW3_63,E_FW_3,M,E,FW,FW,3,23/9/2023,6/10/2023,E_FW
E_FW3_64,E_FW_3,M,E,FW,FW,3,23/9/2023,3/10/2023,E_FW
E_FW3_65,E_FW_3,M,E,FW,FW,3,23/9/2023,11/10/2023,E_FW
E_FW3_66,E_FW_3,M,E,FW,FW,3,24/9/2023,12/10/2023,E_FW
E_FW3_67,E_FW_3,F,E,FW,FW,3,23/9/2023,3/10/2023,E_FW
E_FW3_68,E_FW_3,F,E,FW,FW,3,24/9/2023,6/10/2023,E_FW
E_FW3_69,E_FW_3,M,E,FW,FW,3,24/9/2023,16/10/2023,E_FW
E_FW3_70,E_FW_3,F,E,FW,FW,3,23/9/2023,5/10/2023,E_FW
E_FW3_71,E_FW_3,M,E,FW,FW,3,24/9/2023,17/10/2023,E_FW
E_FW3_72,E_FW_3,M,E,FW,FW,3,24/9/2023,12/10/2023,E_FW
E_FW3_73,E_FW_3,M,E,FW,FW,3,24/9/2023,15/10/2023,E_FW
E_FW3_74,E_FW_3,F,E,FW,FW,3,27/9/2023,8/10/2023,E_FW
E_FW3_75,E_FW_3,M,E,FW,FW,3,27/9/2023,7/10/2023,E_FW
E_FW3_76,E_FW_3,M,E,FW,FW,3,26/9/2023,11/10/2023,E_FW
E_FW3_78,E_FW_3,M,E,FW,FW,3,26/9/2023,6/10/2023,E_FW
E_FW3_79,E_FW_3,F,E,FW,FW,3,26/9/2023,9/10/2023,E_FW
E_FW3_80,E_FW_3,F,E,FW,FW,3,30/9/2023,9/10/2023,E_FW
E_FW3_81,E_FW_3,M,E,FW,FW,3,3/10/2023,15/10/2023,E_FW
E_FW3_82,E_FW_3,M,E,FW,FW,3,11/10/2023,20/10/2023,E_FW
E_FW3_83,E_FW_3,M,E,FW,FW,3,20/10/2023,31/10/2023,E_FW
