ID,Container_ID,Sex,Genetic_line,Treatment,Familiar_diet,Replicate,Date of Eclosion,Date of Death,Group
B_FW1_04,B_FW_1,M,B,FW,FW,1,7/9/2023,,B_FW
B_FW1_05,B_FW_1,F,B,FW,FW,1,6/9/2023,16/9/2023,B_FW
B_FW1_06,B_FW_1,F,B,FW,FW,1,6/9/2023,17/9/2023,B_FW
B_FW1_07,B_FW_1,M,B,FW,FW,1,6/9/2023,17/9/2023,B_FW
B_FW1_08,B_FW_1,F,B,FW,FW,1,5/9/2023,,B_FW
B_FW1_09,B_FW_1,M,B,FW,FW,1,6/9/2023,14/9/2023,B_FW
B_FW1_10,B_FW_1,M,B,FW,FW,1,6/9/2023,13/9/2023,B_FW
B_FW1_11,B_FW_1,F,B,FW,FW,1,5/9/2023,,B_FW
B_FW1_12,B_FW_1,M,B,FW,FW,1,6/9/2023,16/9/2023,B_FW
B_FW1_13,B_FW_1,M,B,FW,FW,1,7/9/2023,16/9/2023,B_FW
B_FW1_14,B_FW_1,M,B,FW,FW,1,6/9/2023,17/9/2023,B_FW
B_FW1_15,B_FW_1,M,B,FW,FW,1,8/9/2023,,B_FW
B_FW1_16,B_FW_1,M,B,FW,FW,1,6/9/2023,13/9/2023,B_FW
B_FW1_17,B_FW_1,M,B,FW,FW,1,6/9/2023,14/9/2023,B_FW
B_FW1_18,B_FW_1,M,B,FW,FW,1,7/9/2023,14/9/2023,B_FW
B_FW1_19,B_FW_1,M,B,FW,FW,1,5/9/2023,,B_FW
B_FW1_20,B_FW_1,F,B,FW,FW,1,7/9/2023,,B_FW
B_FW1_21,B_FW_1,M,B,FW,FW,1,7/9/2023,12/9/2023,B_FW
B_FW1_22,B_FW_1,M,B,FW,FW,1,8/9/2023,,B_FW
B_FW1_23,B_FW_1,F,B,FW,FW,1,8/9/2023,,B_FW
B_FW1_24,B_FW_1,F,B,FW,FW,1,7/9/2023,12/9/2023,B_FW
B_FW1_25,B_FW_1,M,B,FW,FW,1,7/9/2023,16/9/2023,B_FW
B_FW1_26,B_FW_1,M,B,FW,FW,1,8/9/2023,,B_FW
B_FW1_27,B_FW_1,F,B,FW,FW,1,7/9/2023,,B_FW
B_FW1_29,B_FW_1,F,B,FW,FW,1,8/9/2023,12/9/2023,B_FW
B_FW1_30,B_FW_1,F,B,FW,FW,1,7/9/2023,,B_FW
B_FW1_31,B_FW_1,F,B,FW,FW,1,8/9/2023,,B_FW
B_FW1_32,B_FW_1,F,B,FW,FW,1,8/9/2023,,B_FW
B_FW1_33,B_FW_1,F,B,FW,FW,1,8/9/2023,,B_FW
B_FW1_34,B_FW_1,M,B,FW,FW,1,8/9/2023,,B_FW
B_FW1_35,B_FW_1,M,B,FW,FW,1,7/9/2023,16/9/2023,B_FW
B_FW1_36,B_FW_1,F,B,FW,FW,1,7/9/2023,,B_FW
B_FW1_37,B_FW_1,F,B,FW,FW,1,8/9/2023,,B_FW
B_FW1_38,B_FW_1,M,B,FW,FW,1,9/9/2023,18/9/2023,B_FW
B_FW1_39,B_FW_1,M,B,FW,FW,1,8/9/2023,,B_FW
B_FW1_40,B_FW_1,F,B,FW,FW,1,8/9/2023,13/9/2023,B_FW
B_FW1_41,B_FW_1,F,B,FW,FW,1,8/9/2023,,B_FW
B_FW1_42,B_FW_1,F,B,FW,FW,1,8/9/2023,13/9/2023,B_FW
B_FW1_43,B_FW_1,F,B,FW,FW,1,8/9/2023,13/9/2023,B_FW
B_FW1_44,B_FW_1,M,B,FW,FW,1,9/9/2023,,B_FW
B_FW1_45,B_FW_1,M,B,FW,FW,1,9/9/2023,,B_FW
B_FW1_46,B_FW_1,M,B,FW,FW,1,9/9/2023,17/9/2023,B_FW
B_FW1_47,B_FW_1,M,B,FW,FW,1,9/9/2023,17/9/2023,B_FW
B_FW1_48,B_FW_1,M,B,FW,FW,1,7/9/2023,16/9/2023,B_FW
B_FW1_49,B_FW_1,F,B,FW,FW,1,8/9/2023,13/9/2023,B_FW
B_FW1_50,B_FW_1,M,B,FW,FW,1,8/9/2023,,B_FW
B_FW1_51,B_FW_1,M,B,FW,FW,1,8/9/2023,16/9/2023,B_FW
B_FW1_52,B_FW_1,F,B,FW,FW,1,8/9/2023,13/9/2023,B_FW
B_FW1_53,B_FW_1,F,B,FW,FW,1,8/9/2023,,B_FW
B_FW1_54,B_FW_1,M,B,FW,FW,1,8/9/2023,13/9/2023,B_FW
B_FW1_55,B_FW_1,F,B,FW,FW,1,7/9/2023,,B_FW
B_FW1_56,B_FW_1,M,B,FW,FW,1,8/9/2023,,B_FW
B_FW1_57,B_FW_1,M,B,FW,FW,1,6/9/2023,14/9/2023,B_FW
B_FW1_58,B_FW_1,F,B,FW,FW,1,9/9/2023,26/9/2023,B_FW
B_FW1_59,B_FW_1,F,B,FW,FW,1,8/9/2023,,B_FW
B_FW1_60,B_FW_1,F,B,FW,FW,1,9/9/2023,23/9/2023,B_FW
B_FW1_61,B_FW_1,M,B,FW,FW,1,8/9/2023,,B_FW
B_FW1_62,B_FW_1,F,B,FW,FW,1,10/9/2023,,B_FW
B_FW1_63,B_FW_1,M,B,FW,FW,1,9/9/2023,,B_FW
B_FW1_64,B_FW_1,M,B,FW,FW,1,9/9/2023,23/9/2023,B_FW
B_FW1_65,B_FW_1,M,B,FW,FW,1,9/9/2023,17/9/2023,B_FW
B_FW1_66,B_FW_1,M,B,FW,FW,1,9/9/2023,,B_FW
B_FW1_67,B_FW_1,M,B,FW,FW,1,8/9/2023,,B_FW
B_FW1_68,B_FW_1,F,B,FW,FW,1,9/9/2023,14/9/2023,B_FW
B_FW1_69,B_FW_1,M,B,FW,FW,1,9/9/2023,26/9/2023,B_FW
B_FW1_70,B_FW_1,M,B,FW,FW,1,8/9/2023,14/9/2023,B_FW
B_FW1_71,B_FW_1,M,B,FW,FW,1,10/9/2023,,B_FW
B_FW1_72,B_FW_1,M,B,FW,FW,1,10/9/2023,,B_FW
B_FW1_73,B_FW_1,F,B,FW,FW,1,10/9/2023,16/9/2023,B_FW
B_FW1_74,B_FW_1,M,B,FW,FW,1,10/9/2023,,B_FW
B_FW1_75,B_FW_1,M,B,FW,FW,1,11/9/2023,22/9/2023,B_FW
B_FW1_76,B_FW_1,M,B,FW,FW,1,17/9/2023,22/9/2023,B_FW
B_FW1_77,B_FW_1,M,B,FW,FW,1,21/9/2023,11/10/2023,B_FW
B_FW1_78,B_FW_1,F,B,FW,FW,1,25/9/2023,7/10/2023,B_FW
B_FW1_79,B_FW_1,M,B,FW,FW,1,25/9/2023,9/10/2023,B_FW
B_FW1_80,B_FW_1,F,B,FW,FW,1,28/9/2023,7/10/2023,B_FW
B_FW2_01,B_FW_2,F,B,FW,FW,2,6/9/2023,16/9/2023,B_FW
B_FW2_02,B_FW_2,M,B,FW,FW,2,6/9/2023,16/9/2023,B_FW
B_FW2_03,B_FW_2,M,B,FW,FW,2,6/9/2023,13/9/2023,B_FW
B_FW2_04,B_FW_2,M,B,FW,FW,2,7/9/2023,,B_FW
B_FW2_05,B_FW_2,F,B,FW,FW,2,6/9/2023,17/9/2023,B_FW
B_FW2_06,B_FW_2,M,B,FW,FW,2,6/9/2023,14/9/2023,B_FW
B_FW2_07,B_FW_2,M,B,FW,FW,2,6/9/2023,17/9/2023,B_FW
B_FW2_08,B_FW_2,M,B,FW,FW,2,6/9/2023,16/9/2023,B_FW
B_FW2_09,B_FW_2,M,B,FW,FW,2,6/9/2023,13/9/2023,B_FW
B_FW2_10,B_FW_2,M,B,FW,FW,2,7/9/2023,16/9/2023,B_FW
B_FW2_11,B_FW_2,F,B,FW,FW,2,3/9/2023,,B_FW
B_FW2_12,B_FW_2,M,B,FW,FW,2,7/9/2023,11/9/2023,B_FW
B_FW2_13,B_FW_2,F,B,FW,FW,2,7/9/2023,,B_FW
B_FW2_14,B_FW_2,F,B,FW,FW,2,7/9/2023,16/9/2023,B_FW
B_FW2_16,B_FW_2,M,B,FW,FW,2,9/9/2023,,B_FW
B_FW2_17,B_FW_2,F,B,FW,FW,2,7/9/2023,,B_FW
B_FW2_18,B_FW_2,F,B,FW,FW,2,8/9/2023,,B_FW
B_FW2_19,B_FW_2,M,B,FW,FW,2,7/9/2023,16/9/2023,B_FW
B_FW2_20,B_FW_2,M,B,FW,FW,2,8/9/2023,26/9/2023,B_FW
B_FW2_21,B_FW_2,M,B,FW,FW,2,8/9/2023,17/9/2023,B_FW
B_FW2_22,B_FW_2,F,B,FW,FW,2,8/9/2023,,B_FW
B_FW2_23,B_FW_2,F,B,FW,FW,2,9/9/2023,,B_FW
B_FW2_24,B_FW_2,F,B,FW,FW,2,8/9/2023,,B_FW
B_FW2_25,B_FW_2,M,B,FW,FW,2,7/9/2023,,B_FW
B_FW2_26,B_FW_2,M,B,FW,FW,2,7/9/2023,14/9/2023,B_FW
B_FW2_27,B_FW_2,M,B,FW,FW,2,6/9/2023,16/9/2023,B_FW
B_FW2_28,B_FW_2,M,B,FW,FW,2,7/9/2023,,B_FW
B_FW2_29,B_FW_2,M,B,FW,FW,2,9/9/2023,,B_FW
B_FW2_30,B_FW_2,F,B,FW,FW,2,9/9/2023,,B_FW
B_FW2_31,B_FW_2,M,B,FW,FW,2,9/9/2023,14/9/2023,B_FW
B_FW2_32,B_FW_2,M,B,FW,FW,2,7/9/2023,,B_FW
B_FW2_33,B_FW_2,F,B,FW,FW,2,9/9/2023,17/9/2023,B_FW
B_FW2_34,B_FW_2,F,B,FW,FW,2,9/9/2023,,B_FW
B_FW2_35,B_FW_2,F,B,FW,FW,2,9/9/2023,16/9/2023,B_FW
B_FW2_36,B_FW_2,M,B,FW,FW,2,9/9/2023,,B_FW
B_FW2_37,B_FW_2,M,B,FW,FW,2,8/9/2023,13/9/2023,B_FW
B_FW2_38,B_FW_2,M,B,FW,FW,2,8/9/2023,,B_FW
B_FW2_39,B_FW_2,M,B,FW,FW,2,8/9/2023,,B_FW
B_FW2_40,B_FW_2,M,B,FW,FW,2,8/9/2023,13/9/2023,B_FW
B_FW2_41,B_FW_2,M,B,FW,FW,2,9/9/2023,,B_FW
B_FW2_42,B_FW_2,M,B,FW,FW,2,9/9/2023,,B_FW
B_FW2_44,B_FW_2,M,B,FW,FW,2,7/9/2023,,B_FW
B_FW2_45,B_FW_2,M,B,FW,FW,2,10/9/2023,,B_FW
B_FW2_46,B_FW_2,F,B,FW,FW,2,9/9/2023,,B_FW
B_FW2_47,B_FW_2,F,B,FW,FW,2,8/9/2023,13/9/2023,B_FW
B_FW2_48,B_FW_2,F,B,FW,FW,2,10/9/2023,,B_FW
B_FW2_49,B_FW_2,F,B,FW,FW,2,8/9/2023,13/9/2023,B_FW
B_FW2_50,B_FW_2,F,B,FW,FW,2,9/9/2023,,B_FW
B_FW2_51,B_FW_2,F,B,FW,FW,2,9/9/2023,,B_FW
B_FW2_52,B_FW_2,F,B,FW,FW,2,10/9/2023,,B_FW
B_FW2_53,B_FW_2,F,B,FW,FW,2,10/9/2023,,B_FW
B_FW2_54,B_FW_2,M,B,FW,FW,2,9/9/2023,,B_FW
B_FW2_55,B_FW_2,F,B,FW,FW,2,9/9/2023,,B_FW
B_FW2_56,B_FW_2,M,B,FW,FW,2,9/9/2023,,B_FW
B_FW2_57,B_FW_2,F,B,FW,FW,2,10/9/2023,,B_FW
B_FW2_58,B_FW_2,M,B,FW,FW,2,10/9/2023,,B_FW
B_FW2_59,B_FW_2,M,B,FW,FW,2,9/9/2023,,B_FW
B_FW2_60,B_FW_2,F,B,FW,FW,2,9/9/2023,,B_FW
B_FW2_61,B_FW_2,M,B,FW,FW,2,10/9/2023,,B_FW
B_FW2_62,B_FW_2,M,B,FW,FW,2,10/9/2023,,B_FW
B_FW2_63,B_FW_2,F,B,FW,FW,2,10/9/2023,26/9/2023,B_FW
B_FW2_64,B_FW_2,F,B,FW,FW,2,10/9/2023,,B_FW
B_FW2_65,B_FW_2,M,B,FW,FW,2,10/9/2023,,B_FW
B_FW2_66,B_FW_2,F,B,FW,FW,2,10/9/2023,,B_FW
B_FW2_67,B_FW_2,F,B,FW,FW,2,10/9/2023,,B_FW
B_FW2_68,B_FW_2,F,B,FW,FW,2,10/9/2023,16/9/2023,B_FW
B_FW2_70,B_FW_2,F,B,FW,FW,2,13/9/2023,28/9/2023,B_FW
B_FW2_71,B_FW_2,F,B,FW,FW,2,12/9/2023,19/9/2023,B_FW
B_FW2_72,B_FW_2,M,B,FW,FW,2,13/9/2023,28/9/2023,B_FW
B_FW2_73,B_FW_2,F,B,FW,FW,2,15/9/2023,21/9/2023,B_FW
B_FW2_74,B_FW_2,M,B,FW,FW,2,14/9/2023,7/10/2023,B_FW
B_FW2_75,B_FW_2,M,B,FW,FW,2,20/9/2023,2/10/2023,B_FW
B_FW2_76,B_FW_2,F,B,FW,FW,2,19/9/2023,30/9/2023,B_FW
B_FW2_77,B_FW_2,F,B,FW,FW,2,23/9/2023,3/10/2023,B_FW
B_FW2_78,B_FW_2,M,B,FW,FW,2,23/9/2023,3/10/2023,B_FW
B_FW2_79,B_FW_2,F,B,FW,FW,2,20/9/2023,5/10/2023,B_FW
B_FW2_80,B_FW_2,M,B,FW,FW,2,30/9/2023,16/10/2023,B_FW
B_FW2_81,B_FW_2,M,B,FW,FW,2,5/10/2023,23/10/2023,B_FW
B_FW3_01,B_FW_3,F,B,FW,FW,3,6/9/2023,13/9/2023,B_FW
B_FW3_02,B_FW_3,F,B,FW,FW,3,7/9/2023,16/9/2023,B_FW
B_FW3_03,B_FW_3,M,B,FW,FW,3,6/9/2023,17/9/2023,B_FW
B_FW3_04,B_FW_3,M,B,FW,FW,3,5/9/2023,,B_FW
B_FW3_05,B_FW_3,F,B,FW,FW,3,6/9/2023,16/9/2023,B_FW
B_FW3_06,B_FW_3,F,B,FW,FW,3,6/9/2023,14/9/2023,B_FW
B_FW3_07,B_FW_3,F,B,FW,FW,3,5/9/2023,,B_FW
B_FW3_08,B_FW_3,F,B,FW,FW,3,6/9/2023,16/9/2023,B_FW
B_FW3_09,B_FW_3,F,B,FW,FW,3,6/9/2023,17/9/2023,B_FW
B_FW3_10,B_FW_3,F,B,FW,FW,3,7/9/2023,22/9/2023,B_FW
B_FW3_11,B_FW_3,M,B,FW,FW,3,5/9/2023,,B_FW
B_FW3_12,B_FW_3,M,B,FW,FW,3,5/9/2023,,B_FW
B_FW3_13,B_FW_3,F,B,FW,FW,3,6/9/2023,17/9/2023,B_FW
B_FW3_14,B_FW_3,F,B,FW,FW,3,5/9/2023,,B_FW
B_FW3_15,B_FW_3,M,B,FW,FW,3,7/9/2023,17/9/2023,B_FW
B_FW3_16,B_FW_3,F,B,FW,FW,3,6/9/2023,16/9/2023,B_FW
B_FW3_17,B_FW_3,M,B,FW,FW,3,6/9/2023,18/9/2023,B_FW
B_FW3_18,B_FW_3,F,B,FW,FW,3,6/9/2023,,B_FW
B_FW3_19,B_FW_3,F,B,FW,FW,3,5/9/2023,,B_FW
B_FW3_20,B_FW_3,M,B,FW,FW,3,8/9/2023,,B_FW
B_FW3_21,B_FW_3,F,B,FW,FW,3,7/9/2023,,B_FW
B_FW3_22,B_FW_3,F,B,FW,FW,3,8/9/2023,,B_FW
B_FW3_23,B_FW_3,M,B,FW,FW,3,7/9/2023,19/9/2023,B_FW
B_FW3_24,B_FW_3,F,B,FW,FW,3,8/9/2023,,B_FW
B_FW3_25,B_FW_3,M,B,FW,FW,3,7/9/2023,16/9/2023,B_FW
B_FW3_26,B_FW_3,M,B,FW,FW,3,8/9/2023,,B_FW
B_FW3_27,B_FW_3,M,B,FW,FW,3,6/9/2023,13/9/2023,B_FW
B_FW3_28,B_FW_3,M,B,FW,FW,3,8/9/2023,13/9/2023,B_FW
B_FW3_29,B_FW_3,M,B,FW,FW,3,7/9/2023,14/9/2023,B_FW
B_FW3_30,B_FW_3,F,B,FW,FW,3,7/9/2023,16/9/2023,B_FW
B_FW3_31,B_FW_3,F,B,FW,FW,3,8/9/2023,,B_FW
B_FW3_32,B_FW_3,F,B,FW,FW,3,8/9/2023,,B_FW
B_FW3_33,B_FW_3,M,B,FW,FW,3,9/9/2023,,B_FW
B_FW3_34,B_FW_3,M,B,FW,FW,3,8/9/2023,,B_FW
B_FW3_35,B_FW_3,F,B,FW,FW,3,8/9/2023,,B_FW
B_FW3_36,B_FW_3,M,B,FW,FW,3,9/9/2023,,B_FW
B_FW3_37,B_FW_3,M,B,FW,FW,3,8/9/2023,13/9/2023,B_FW
B_FW3_38,B_FW_3,M,B,FW,FW,3,8/9/2023,17/9/2023,B_FW
B_FW3_39,B_FW_3,M,B,FW,FW,3,9/9/2023,,B_FW
B_FW3_40,B_FW_3,F,B,FW,FW,3,9/9/2023,,B_FW
B_FW3_41,B_FW_3,F,B,FW,FW,3,8/9/2023,13/9/2023,B_FW
B_FW3_42,B_FW_3,M,B,FW,FW,3,9/9/2023,,B_FW
B_FW3_43,B_FW_3,M,B,FW,FW,3,8/9/2023,,B_FW
B_FW3_44,B_FW_3,F,B,FW,FW,3,8/9/2023,,B_FW
B_FW3_45,B_FW_3,M,B,FW,FW,3,9/9/2023,,B_FW
B_FW3_46,B_FW_3,F,B,FW,FW,3,8/9/2023,,B_FW
B_FW3_47,B_FW_3,F,B,FW,FW,3,8/9/2023,,B_FW
B_FW3_48,B_FW_3,M,B,FW,FW,3,8/9/2023,13/9/2023,B_FW
B_FW3_49,B_FW_3,M,B,FW,FW,3,7/9/2023,16/9/2023,B_FW
B_FW3_50,B_FW_3,M,B,FW,FW,3,10/9/2023,16/9/2023,B_FW
B_FW3_51,B_FW_3,M,B,FW,FW,3,9/9/2023,,B_FW
B_FW3_52,B_FW_3,M,B,FW,FW,3,9/9/2023,,B_FW
B_FW3_53,B_FW_3,M,B,FW,FW,3,9/9/2023,,B_FW
B_FW3_54,B_FW_3,M,B,FW,FW,3,9/9/2023,19/9/2023,B_FW
B_FW3_55,B_FW_3,F,B,FW,FW,3,9/9/2023,19/9/2023,B_FW
B_FW3_56,B_FW_3,M,B,FW,FW,3,10/9/2023,22/9/2023,B_FW
B_FW3_58,B_FW_3,F,B,FW,FW,3,9/9/2023,,B_FW
B_FW3_59,B_FW_3,M,B,FW,FW,3,9/9/2023,,B_FW
B_FW3_60,B_FW_3,M,B,FW,FW,3,9/9/2023,,B_FW
B_FW3_61,B_FW_3,F,B,FW,FW,3,9/9/2023,,B_FW
B_FW3_62,B_FW_3,F,B,FW,FW,3,9/9/2023,18/9/2023,B_FW
B_FW3_63,B_FW_3,F,B,FW,FW,3,9/9/2023,15/9/2023,B_FW
B_FW3_64,B_FW_3,F,B,FW,FW,3,10/9/2023,,B_FW
B_FW3_65,B_FW_3,M,B,FW,FW,3,10/9/2023,,B_FW
B_FW3_66,B_FW_3,M,B,FW,FW,3,10/9/2023,16/9/2023,B_FW
B_FW3_67,B_FW_3,M,B,FW,FW,3,11/9/2023,23/9/2023,B_FW
B_FW3_68,B_FW_3,F,B,FW,FW,3,10/9/2023,,B_FW
B_FW3_69,B_FW_3,M,B,FW,FW,3,11/9/2023,22/9/2023,B_FW
B_FW3_70,B_FW_3,F,B,FW,FW,3,11/9/2023,23/9/2023,B_FW
B_FW3_71,B_FW_3,M,B,FW,FW,3,19/9/2023,29/9/2023,B_FW
B_FW3_72,B_FW_3,F,B,FW,FW,3,20/9/2023,1/10/2023,B_FW
B_FW3_73,B_FW_3,M,B,FW,FW,3,19/9/2023,5/10/2023,B_FW
B_FW3_74,B_FW_3,F,B,FW,FW,3,19/9/2023,29/9/2023,B_FW
B_FW3_75,B_FW_3,F,B,FW,FW,3,23/9/2023,4/10/2023,B_FW
B_FW3_76,B_FW_3,F,B,FW,FW,3,25/9/2023,9/10/2023,B_FW
B_FW3_77,B_FW_3,F,B,FW,FW,3,20/9/2023,28/9/2023,B_FW
D_FW1_01,D_FW_1,M,D,FW,FW,1,6/9/2023,16/9/2023,D_FW
D_FW1_02,D_FW_1,M,D,FW,FW,1,6/9/2023,13/9/2023,D_FW
D_FW1_03,D_FW_1,M,D,FW,FW,1,6/9/2023,16/9/2023,D_FW
D_FW1_04,D_FW_1,M,D,FW,FW,1,7/9/2023,,D_FW
D_FW1_05,D_FW_1,M,D,FW,FW,1,7/9/2023,16/9/2023,D_FW
D_FW1_06,D_FW_1,M,D,FW,FW,1,6/9/2023,17/9/2023,D_FW
D_FW1_07,D_FW_1,F,D,FW,FW,1,7/9/2023,16/9/2023,D_FW
D_FW1_08,D_FW_1,F,D,FW,FW,1,6/9/2023,16/9/2023,D_FW
D_FW1_09,D_FW_1,M,D,FW,FW,1,7/9/2023,21/9/2023,D_FW
D_FW1_10,D_FW_1,F,D,FW,FW,1,6/9/2023,14/9/2023,D_FW
D_FW1_11,D_FW_1,M,D,FW,FW,1,7/9/2023,16/9/2023,D_FW
D_FW1_12,D_FW_1,M,D,FW,FW,1,5/9/2023,,D_FW
D_FW1_13,D_FW_1,F,D,FW,FW,1,7/9/2023,,D_FW
D_FW1_14,D_FW_1,F,D,FW,FW,1,7/9/2023,18/9/2023,D_FW
D_FW1_15,D_FW_1,M,D,FW,FW,1,7/9/2023,,D_FW
D_FW1_16,D_FW_1,M,D,FW,FW,1,7/9/2023,16/9/2023,D_FW
D_FW1_17,D_FW_1,F,D,FW,FW,1,7/9/2023,,D_FW
D_FW1_18,D_FW_1,M,D,FW,FW,1,7/9/2023,16/9/2023,D_FW
D_FW1_19,D_FW_1,M,D,FW,FW,1,7/9/2023,16/9/2023,D_FW
D_FW1_20,D_FW_1,M,D,FW,FW,1,7/9/2023,20/9/2023,D_FW
D_FW1_21,D_FW_1,F,D,FW,FW,1,7/9/2023,,D_FW
D_FW1_22,D_FW_1,F,D,FW,FW,1,7/9/2023,,D_FW
D_FW1_23,D_FW_1,M,D,FW,FW,1,8/9/2023,,D_FW
D_FW1_24,D_FW_1,M,D,FW,FW,1,7/9/2023,22/9/2023,D_FW
D_FW1_25,D_FW_1,F,D,FW,FW,1,7/9/2023,,D_FW
D_FW1_26,D_FW_1,F,D,FW,FW,1,8/9/2023,13/9/2023,D_FW
D_FW1_27,D_FW_1,M,D,FW,FW,1,8/9/2023,,D_FW
D_FW1_28,D_FW_1,M,D,FW,FW,1,8/9/2023,,D_FW
D_FW1_29,D_FW_1,F,D,FW,FW,1,7/9/2023,,D_FW
D_FW1_30,D_FW_1,F,D,FW,FW,1,8/9/2023,21/9/2023,D_FW
D_FW1_31,D_FW_1,F,D,FW,FW,1,8/9/2023,,D_FW
D_FW1_32,D_FW_1,M,D,FW,FW,1,6/9/2023,,D_FW
D_FW1_33,D_FW_1,M,D,FW,FW,1,7/9/2023,16/9/2023,D_FW
D_FW1_34,D_FW_1,M,D,FW,FW,1,8/9/2023,,D_FW
D_FW1_35,D_FW_1,M,D,FW,FW,1,7/9/2023,17/9/2023,D_FW
D_FW1_36,D_FW_1,M,D,FW,FW,1,8/9/2023,,D_FW
D_FW1_37,D_FW_1,M,D,FW,FW,1,7/9/2023,16/9/2023,D_FW
D_FW1_38,D_FW_1,M,D,FW,FW,1,7/9/2023,16/9/2023,D_FW
D_FW1_39,D_FW_1,M,D,FW,FW,1,7/9/2023,19/9/2023,D_FW
D_FW1_40,D_FW_1,M,D,FW,FW,1,8/9/2023,,D_FW
D_FW1_41,D_FW_1,F,D,FW,FW,1,6/9/2023,13/9/2023,D_FW
D_FW1_42,D_FW_1,M,D,FW,FW,1,8/9/2023,,D_FW
D_FW1_43,D_FW_1,M,D,FW,FW,1,6/9/2023,16/9/2023,D_FW
D_FW1_44,D_FW_1,F,D,FW,FW,1,7/9/2023,,D_FW
D_FW1_45,D_FW_1,F,D,FW,FW,1,8/9/2023,,D_FW
D_FW1_46,D_FW_1,F,D,FW,FW,1,8/9/2023,16/9/2023,D_FW
D_FW1_47,D_FW_1,M,D,FW,FW,1,7/9/2023,,D_FW
D_FW1_48,D_FW_1,M,D,FW,FW,1,7/9/2023,14/9/2023,D_FW
D_FW1_49,D_FW_1,F,D,FW,FW,1,7/9/2023,,D_FW
D_FW1_50,D_FW_1,M,D,FW,FW,1,7/9/2023,,D_FW
D_FW1_51,D_FW_1,F,D,FW,FW,1,7/9/2023,14/9/2023,D_FW
D_FW1_52,D_FW_1,F,D,FW,FW,1,6/9/2023,16/9/2023,D_FW
D_FW1_53,D_FW_1,F,D,FW,FW,1,8/9/2023,17/9/2023,D_FW
D_FW1_54,D_FW_1,M,D,FW,FW,1,9/9/2023,19/9/2023,D_FW
D_FW1_55,D_FW_1,F,D,FW,FW,1,8/9/2023,,D_FW
D_FW1_56,D_FW_1,M,D,FW,FW,1,8/9/2023,,D_FW
D_FW1_57,D_FW_1,M,D,FW,FW,1,9/9/2023,22/9/2023,D_FW
D_FW1_59,D_FW_1,F,D,FW,FW,1,8/9/2023,17/9/2023,D_FW
D_FW1_60,D_FW_1,M,D,FW,FW,1,8/9/2023,,D_FW
D_FW1_61,D_FW_1,F,D,FW,FW,1,8/9/2023,16/9/2023,D_FW
D_FW1_62,D_FW_1,M,D,FW,FW,1,8/9/2023,,D_FW
D_FW1_63,D_FW_1,M,D,FW,FW,1,8/9/2023,,D_FW
D_FW1_64,D_FW_1,M,D,FW,FW,1,9/9/2023,14/9/2023,D_FW
D_FW1_65,D_FW_1,F,D,FW,FW,1,8/9/2023,,D_FW
D_FW1_66,D_FW_1,M,D,FW,FW,1,9/9/2023,19/9/2023,D_FW
D_FW1_67,D_FW_1,F,D,FW,FW,1,9/9/2023,14/9/2023,D_FW
D_FW1_68,D_FW_1,F,D,FW,FW,1,8/9/2023,,D_FW
D_FW1_69,D_FW_1,F,D,FW,FW,1,9/9/2023,14/9/2023,D_FW
D_FW1_70,D_FW_1,M,D,FW,FW,1,8/9/2023,13/9/2023,D_FW
D_FW1_71,D_FW_1,M,D,FW,FW,1,8/9/2023,,D_FW
D_FW1_72,D_FW_1,F,D,FW,FW,1,9/9/2023,14/9/2023,D_FW
D_FW1_73,D_FW_1,F,D,FW,FW,1,8/9/2023,20/9/2023,D_FW
D_FW1_74,D_FW_1,F,D,FW,FW,1,9/9/2023,24/9/2023,D_FW
D_FW1_75,D_FW_1,M,D,FW,FW,1,14/9/2023,21/9/2023,D_FW
D_FW1_76,D_FW_1,F,D,FW,FW,1,16/9/2023,24/9/2023,D_FW
D_FW1_77,D_FW_1,F,D,FW,FW,1,16/9/2023,23/9/2023,D_FW
D_FW1_78,D_FW_1,F,D,FW,FW,1,14/9/2023,24/9/2023,D_FW
D_FW1_79,D_FW_1,F,D,FW,FW,1,14/9/2023,26/9/2023,D_FW
D_FW1_80,D_FW_1,M,D,FW,FW,1,14/9/2023,5/10/2023,D_FW
D_FW1_81,D_FW_1,M,D,FW,FW,1,14/9/2023,28/9/2023,D_FW
D_FW1_82,D_FW_1,M,D,FW,FW,1,14/9/2023,22/9/2023,D_FW
D_FW1_83,D_FW_1,M,D,FW,FW,1,14/9/2023,29/9/2023,D_FW
D_FW1_84,D_FW_1,F,D,FW,FW,1,8/9/2023,17/9/2023,D_FW
D_FW1_85,D_FW_1,M,D,FW,FW,1,11/9/2023,20/9/2023,D_FW
D_FW1_86,D_FW_1,F,D,FW,FW,1,11/9/2023,20/9/2023,D_FW
D_FW1_87,D_FW_1,M,D,FW,FW,1,16/9/2023,28/9/2023,D_FW
D_FW1_88,D_FW_1,M,D,FW,FW,1,17/9/2023,28/9/2023,D_FW
D_FW1_89,D_FW_1,M,D,FW,FW,1,20/9/2023,29/9/2023,D_FW
D_FW1_90,D_FW_1,F,D,FW,FW,1,24/9/2023,2/10/2023,D_FW
D_FW2_01,D_FW_2,F,D,FW,FW,2,7/9/2023,11/9/2023,D_FW
D_FW2_02,D_FW_2,M,D,FW,FW,2,7/9/2023,17/9/2023,D_FW
